id,first_name,last_name,height,weight,birth_date,position,team,number,active,photo_url,latest_price,latest_price_updated,day_start_price,day_start_price_updated,last_modified
12764,Marcus,Cannon,"6'6"",335,"1988-05-06 00:00:00",OT,NE,61,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12777,Lee,Smith,"6'6"",265,"1987-11-21 00:00:00",TE,BUF,85,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
12778,Nate,Solder,"6'8"",325,"1988-04-12 04:00:00",OT,NYG,76,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12787,Nick,Bellore,"6'1"",250,"1989-05-12 00:00:00",FB,SEA,44,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12800,Bilal,Powell,"5'10"",204,"1988-10-27 00:00:00",RB,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12806,Muhammad,Wilkerson,"6'4"",315,"1989-08-20 00:00:00",DE,NULL,96,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12815,Josh,Bynes,"6'1"",235,"1989-08-24 00:00:00",ILB,CIN,56,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12822,Pernell,McPhee,"6'3"",265,"1988-12-17 00:00:00",OLB,BAL,90,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12829,Jimmy,Smith,"6'2"",210,"1988-07-26 00:00:00",CB,BAL,22,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12830,Torrey,Smith,"6'1"",205,"1989-01-26 00:00:00",WR,NULL,11,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12831,Tyrod,Taylor,"6'1"",217,"1989-08-03 00:00:00",QB,LAC,5,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12831.png,-0.0700001,"2022-07-02 01:55:00",-0.0700001,"2022-07-02 00:00:00",NULL
12838,Clint,Boling,"6'5"",306,"1989-05-09 00:00:00",G,NULL,65,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12841,Andy,Dalton,"6'2"",220,"1987-10-29 00:00:00",QB,DAL,14,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12845,A.J.,Green,"6'4"",210,"1988-07-31 00:00:00",WR,CIN,18,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/12845.png,-0.32,"2022-07-02 01:55:00",-0.32,"2022-07-02 00:00:00",NULL
12880,Jabaal,Sheard,"6'3"",268,"1989-05-10 00:00:00",DE,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12881,Buster,Skrine,"5'9"",187,"1989-04-26 00:00:00",CB,CHI,24,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12897,Marcus,Gilbert,"6'6"",330,"1988-02-15 00:00:00",OT,ARI,76,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12902,Cameron,Heyward,"6'5"",295,"1989-05-06 00:00:00",DT,PIT,97,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12912,Jurrell,Casey,"6'1"",305,"1989-12-05 00:00:00",DE,DEN,99,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12955,J.J.,Watt,"6'5"",288,"1989-03-22 00:00:00",DE,HOU,99,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12960,Anthony,Castonzo,"6'7"",307,"1988-08-09 00:00:00",OT,IND,74,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
12982,Blaine,Gabbert,"6'4"",235,"1989-10-15 08:00:00",QB,TB,11,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13016,Virgil,Green,"6'5"",255,"1988-08-03 00:00:00",TE,LAC,88,1,https://s3-us-west-2.amazonaws.com/static.fan,-9.95,"2022-07-02 01:55:00",-9.95,"2022-07-02 00:00:00",NULL
13018,Chris,"Harris Jr.","5'10"",199,"1989-06-18 00:00:00",CB,LAC,25,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13022,Von,Miller,"6'3"",250,"1989-03-26 00:00:00",OLB,DEN,58,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13029,Allen,Bailey,"6'3"",288,"1989-03-25 05:00:00",DE,ATL,93,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13036,Justin,Houston,"6'3"",270,"1989-01-12 00:00:00",DE,IND,50,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13037,Rodney,Hudson,"6'2"",315,"1989-07-12 00:00:00",C,LV,61,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13063,Taiwan,Jones,"6'0"",195,"1988-07-26 00:00:00",RB,BUF,25,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13073,Stefen,Wisniewski,"6'3"",305,"1989-03-22 00:00:00",G,PIT,61,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13085,Marcus,Gilchrist,"5'10"",193,"1988-11-14 00:00:00",SS,BAL,29,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13091,Corey,Liuget,"6'2"",300,"1990-03-18 00:00:00",DT,HOU,NULL,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13109,Dan,Bailey,"6'0"",190,"1988-01-26 05:00:00",K,MIN,5,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13117,Dwayne,Harris,"5'10"",215,"1987-09-16 00:00:00",WR,HOU,17,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13119,Chris,Jones,"6'0"",205,"1989-07-21 04:00:00",P,DAL,6,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13129,Tyron,Smith,"6'5"",320,"1990-12-12 00:00:00",OT,DAL,77,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13166,Ryan,Kerrigan,"6'4"",265,"1988-08-16 00:00:00",DE,WAS,91,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13181,Mario,Addison,"6'3"",260,"1987-09-06 00:00:00",OLB,BUF,97,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13227,Randall,Cobb,"5'10"",195,"1990-08-22 00:00:00",WR,HOU,18,1,https://s3-us-west-2.amazonaws.com/static.fan,-9.89,"2022-07-02 01:55:00",-9.89,"2022-07-02 00:00:00",NULL
13236,Davon,House,"6'0"",195,"1989-07-10 00:00:00",CB,NULL,31,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13275,Kyle,Rudolph,"6'6"",265,"1989-11-09 05:00:00",TE,MIN,82,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.44,"2022-07-02 01:55:00",-5.44,"2022-07-02 00:00:00",NULL
13291,Julio,Jones,"6'3"",220,"1989-02-08 00:00:00",WR,ATL,11,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13291.png,3.47,"2022-07-02 01:55:00",3.47,"2022-07-02 00:00:00",NULL
13320,Cam,Newton,"6'5"",245,"1989-05-11 00:00:00",QB,NE,1,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13320.png,15.14,"2022-07-02 01:55:00",15.14,"2022-07-02 00:00:00",NULL
13337,Mark,"Ingram II","5'9"",215,"1989-12-21 00:00:00",RB,BAL,21,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13337.png,-0.41,"2022-07-02 01:55:00",-0.41,"2022-07-02 00:00:00",NULL
13338,Cameron,Jordan,"6'4"",287,"1989-07-10 00:00:00",DE,NO,94,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13355,Adrian,Clayborn,"6'3"",280,"1988-07-06 00:00:00",DE,CLE,94,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13370,Luke,Stocker,"6'5"",253,"1988-07-01 00:00:00",TE,ATL,88,1,https://s3-us-west-2.amazonaws.com/static.fan,-9.98,"2022-07-02 01:55:00",-9.98,"2022-07-02 00:00:00",NULL
13388,Jake,McQuaide,"6'2"",235,"1987-12-07 05:00:00",LS,LAR,44,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13393,Robert,Quinn,"6'4"",257,"1990-05-18 00:00:00",OLB,CHI,94,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13415,Patrick,Peterson,"6'1"",203,"1990-07-11 04:00:00",CB,ARI,21,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13418,Anthony,Sherman,"5'10"",242,"1988-12-11 00:00:00",FB,KC,42,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13444,Daniel,Kilgore,"6'3"",291,"1987-12-18 00:00:00",C,KC,67,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13446,Bruce,Miller,"6'1"",248,"1987-08-06 00:00:00",FB,JAX,49,1,https://s3-us-west-2.amazonaws.com/static.fan,-9.96,"2022-07-02 01:55:00",-9.96,"2022-07-02 00:00:00",NULL
13453,Aldon,Smith,"6'4"",265,"1989-09-25 00:00:00",DE,DAL,58,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13462,James,Carpenter,"6'4"",321,"1989-03-22 05:00:00",G,ATL,77,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13479,Richard,Sherman,"6'3"",195,"1988-03-30 00:00:00",CB,SF,25,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13480,Malcolm,Smith,"6'0"",229,"1989-07-05 00:00:00",OLB,CLE,56,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13484,K.J.,Wright,"6'4"",246,"1989-07-23 04:00:00",OLB,SEA,50,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13610,A.Q.,Shipley,"6'1"",307,"1986-05-22 00:00:00",C,TB,62,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13698,Mike,Pouncey,"6'5"",298,"1989-07-24 00:00:00",C,LAC,53,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13721,Fletcher,Cox,"6'4"",310,"1990-12-13 00:00:00",DT,PHI,91,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13722,Vinny,Curry,"6'3"",279,"1988-06-30 00:00:00",DE,PHI,75,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13723,Nick,Foles,"6'6"",243,"1989-01-20 00:00:00",QB,CHI,9,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13730,Dennis,Kelly,"6'8"",321,"1990-01-16 00:00:00",OT,TEN,71,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13741,Brandon,Bolden,"5'11"",220,"1990-01-26 00:00:00",RB,NE,38,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13744,Nate,Ebner,"6'0"",215,"1988-12-14 00:00:00",SS,NYG,43,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13748,Dont'a,Hightower,"6'3"",260,"1990-03-12 00:00:00",LB,NE,54,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13749,Chandler,Jones,"6'5"",265,"1990-02-27 00:00:00",OLB,ARI,55,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13753,Tavon,Wilson,"6'0"",208,"1990-03-19 00:00:00",SS,IND,31,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13761,Stephon,Gilmore,"6'1"",202,"1990-09-19 00:00:00",CB,NE,24,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13788,Rishard,Matthews,"6'0"",210,"1989-10-12 00:00:00",WR,NULL,82,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13791,Lamar,Miller,"5'10"",221,"1991-04-25 00:00:00",RB,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13799,Ryan,Tannehill,"6'4"",207,"1988-07-27 00:00:00",QB,TEN,17,1,https://s3-us-west-2.amazonaws.com/static.fan,14,"2022-07-02 01:55:00",14,"2022-07-02 00:00:00",NULL
13810,Demario,Davis,"6'2"",248,"1989-01-11 10:00:00",OLB,NO,56,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13848,Kelechi,Osemele,"6'5"",335,"1989-06-24 00:00:00",G,KC,70,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13861,Orson,Charles,"6'2"",250,"1991-01-27 00:00:00",TE,NULL,83,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13868,George,Iloka,"6'4"",225,"1990-03-31 00:00:00",SS,MIN,NULL,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13870,Marvin,"Jones Jr.","6'2"",199,"1990-03-12 05:00:00",WR,DET,11,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/13870.png,-0.0499999,"2022-07-02 01:55:00",-0.0499999,"2022-07-02 00:00:00",NULL
13871,Dre,Kirkpatrick,"6'2"",190,"1989-10-26 00:00:00",CB,ARI,20,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13878,Mohamed,"Sanu Sr.","6'2"",210,"1989-08-22 00:00:00",WR,SF,14,1,https://s3-us-west-2.amazonaws.com/static.fan,-8.6,"2022-07-02 01:55:00",-8.6,"2022-07-02 00:00:00",NULL
13882,Kevin,Zeitler,"6'4"",315,"1990-03-08 05:00:00",G,NYG,70,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13886,Johnson,Bademosi,"6'0"",219,"1990-07-23 00:00:00",DB,NO,29,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13887,Travis,Benjamin,"5'10"",175,"1989-12-29 00:00:00",WR,SF,17,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13892,L.J.,Fort,"6'0"",232,"1990-01-03 00:00:00",OLB,BAL,58,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13894,Tashaun,"Gipson Sr.","6'1"",212,"1990-08-07 00:00:00",SS,CHI,38,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13905,Mitchell,Schwartz,"6'5"",320,"1989-06-08 00:00:00",OT,KC,71,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13910,Brandon,Weeden,"6'3"",220,"1983-10-14 00:00:00",QB,NULL,3,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13911,Billy,Winn,"6'4"",295,"1989-04-15 00:00:00",DE,GB,93,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13913,Kelvin,Beachum,"6'3"",308,"1989-06-08 00:00:00",OT,ARI,68,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13959,Brandon,Brooks,"6'5"",335,"1989-08-19 00:00:00",G,PHI,79,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
13961,Randy,Bullock,"5'9"",210,"1989-12-16 00:00:00",K,CIN,4,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
13969,Ben,Jones,"6'3"",308,"1989-07-02 00:00:00",C,TEN,60,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
13977,Whitney,Mercilus,"6'4"",258,"1990-07-21 00:00:00",OLB,HOU,59,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14005,T.Y.,Hilton,"5'10"",183,"1989-11-14 00:00:00",WR,IND,13,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14005.png,-0.25,"2022-07-02 01:55:00",-0.25,"2022-07-02 00:00:00",NULL
14017,Bryan,Anger,"6'3"",205,"1988-10-06 00:00:00",P,HOU,9,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14032,Brandon,Marshall,"6'1"",242,"1989-09-10 00:00:00",ILB,NULL,54,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14037,Julian,Stanford,"6'1"",230,"1990-09-02 00:00:00",ILB,CAR,50,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
14042,Aaron,Brewer,"6'5"",232,"1990-07-05 04:00:00",LS,ARI,46,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14048,Malik,Jackson,"6'5"",290,"1990-01-11 00:00:00",DT,PHI,97,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14057,Danny,Trevathan,"6'0"",237,"1990-03-24 00:00:00",ILB,CHI,59,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14059,Derek,Wolfe,"6'5"",285,"1990-02-24 00:00:00",DE,BAL,95,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14081,Dontari,Poe,"6'3"",346,"1990-08-18 00:00:00",DT,DAL,95,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14096,Jack,Crawford,"6'5"",288,"1988-09-07 00:00:00",DT,TEN,94,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
14128,Melvin,"Ingram III","6'2"",247,"1989-04-26 00:00:00",DE,LAC,54,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
14141,Cole,Beasley,"5'8"",174,"1989-04-26 00:00:00",WR,BUF,11,1,https://s3-us-west-2.amazonaws.com/static.fan,-10.44,"2022-07-02 01:55:00",-10.44,"2022-07-02 00:00:00",NULL
14146,Tyrone,Crawford,"6'4"",290,"1989-11-22 00:00:00",DT,DAL,98,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14167,Kyle,Wilber,"6'4"",240,"1989-04-26 00:00:00",OLB,LV,58,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14187,Alshon,Jeffery,"6'3"",218,"1990-02-14 00:00:00",WR,PHI,17,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14222,Riley,Reiff,"6'6"",305,"1988-12-01 00:00:00",OT,MIN,71,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
14225,Tahir,Whitehead,"6'1"",233,"1990-04-02 00:00:00",OLB,CAR,52,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
14252,Kirk,Cousins,"6'3"",202,"1988-08-19 04:00:00",QB,MIN,8,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14252.png,5.06,"2022-07-02 01:55:00",5.06,"2022-07-02 00:00:00",NULL
14257,Robert,"Griffin III","6'2"",213,"1990-02-12 00:00:00",QB,BAL,3,1,https://s3-us-west-2.amazonaws.com/static.fan,-9.98,"2022-07-02 01:55:00",-9.98,"2022-07-02 00:00:00",NULL
14269,Alfred,Morris,"5'10"",219,"1988-12-12 00:00:00",RB,NYG,36,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14280,Mike,Daniels,"6'0"",310,"1989-05-05 00:00:00",DT,CIN,76,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14285,Casey,"Hayward Jr.","5'11"",192,"1989-09-09 00:00:00",CB,LAC,26,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14340,Josh,Norman,"6'0"",200,"1987-12-15 00:00:00",CB,BUF,29,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14358,Akiem,Hicks,"6'4"",352,"1989-11-16 00:00:00",DT,CHI,96,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14375,Lavonte,David,"6'1"",233,"1990-01-23 00:00:00",ILB,TB,54,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14381,Leonard,Johnson,"5'10"",202,"1990-03-30 00:00:00",CB,NULL,27,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14385,Doug,Martin,"5'9"",223,"1989-01-13 00:00:00",RB,NULL,22,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14391,Keith,Tandy,"5'10"",200,"1989-02-12 00:00:00",SS,NULL,35,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14397,Michael,Brockers,"6'5"",305,"1990-12-21 00:00:00",DT,LAR,90,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14404,Austin,Davis,"6'2"",221,"1989-06-02 00:00:00",QB,NULL,12,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14409,Johnny,Hekker,"6'5"",241,"1990-02-08 05:00:00",P,LAR,6,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14412,Janoris,Jenkins,"5'10"",190,"1988-10-29 08:00:00",CB,NO,20,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14414,Trumaine,Johnson,"6'2"",213,"1990-01-01 00:00:00",CB,CAR,37,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
14419,Rodney,McLeod,"5'10"",195,"1990-06-23 04:00:00",FS,PHI,23,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14461,Harrison,Smith,"6'2"",214,"1989-02-02 00:00:00",SS,MIN,22,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
14469,Justin,Bethel,"6'0"",200,"1990-06-17 00:00:00",CB,NE,29,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14481,Senio,Kelemete,"6'3"",301,"1990-05-10 00:00:00",G,HOU,64,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14483,Bobby,Massie,"6'6"",325,"1989-08-01 04:00:00",OT,CHI,70,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
14505,Joe,Looney,"6'3"",315,"1990-08-31 04:00:00",C,DAL,73,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
